"","X","ID","Age","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","total_children","total_amount","total_num_purchase","age_class","income_class"
"619",618,10981,33,"Graduation","Married",84219,0,0,"2/2/14",27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,"SA",0,1198,17,"Millennials","Middle"
"620",619,486,33,"Graduation","Married",84219,0,0,"2/2/14",27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,"CA",0,1198,17,"Millennials","Middle"
"621",620,1158,55,"Graduation","Divorced",48877,0,1,"1/5/14",27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,"SP",1,144,7,"Gen-X","Lower-Middle"
"622",621,9119,71,"Graduation","Together",60905,0,1,"12/5/13",27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,"US",1,392,13,"Boomers","Middle"
"623",622,6694,57,"Graduation","Married",75236,0,1,"11/25/13",27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,"SP",1,1068,24,"Gen-X","Middle"
"624",623,10573,68,"Graduation","Divorced",62551,0,0,"11/18/13",27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,"IND",0,421,17,"Boomers","Middle"
"625",624,10140,38,"PhD","Together",70123,0,0,"9/28/13",27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,"IND",0,1727,16,"Millennials","Middle"
"626",625,2286,59,"Graduation","Single",50785,1,1,"9/10/13",27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,"CA",2,114,6,"Boomers","Middle"
"627",626,8420,51,"2n Cycle","Married",15315,0,0,"8/3/13",27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,"SP",0,64,6,"Gen-X","Poor"
"628",627,10065,51,"2n Cycle","Married",15315,0,0,"8/3/13",27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,"SP",0,64,6,"Gen-X","Poor"
"629",628,1029,51,"PhD","Together",64413,0,1,"8/1/13",27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,"SP",1,279,11,"Gen-X","Middle"
"630",629,4207,40,"PhD","Married",87171,0,0,"5/1/13",27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,"SP",0,1298,24,"Millennials","Middle"
"631",630,10277,60,"Graduation","Single",30081,0,1,"2/21/13",27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,"SP",1,42,4,"Boomers","Lower-Middle"
"632",631,4436,45,"Graduation","Single",20180,0,0,"2/20/13",27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,"SP",0,137,7,"Gen-X","Poor"
"633",632,2929,45,"Graduation","Single",20180,0,0,"2/20/13",27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,"SP",0,137,7,"Gen-X","Poor"
"634",633,6281,55,"Graduation","Divorced",55686,0,1,"2/14/13",27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,"SP",1,982,14,"Gen-X","Middle"
"635",634,10390,62,"2n Cycle","Married",26887,0,1,"2/10/13",27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,"SP",1,30,4,"Boomers","Poor"
"636",635,2574,44,"PhD","Married",61996,0,1,"1/31/13",27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,"SP",1,1230,18,"Gen-X","Middle"
"637",636,709,69,"Graduation","Divorced",51537,0,1,"12/9/12",27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,"SA",1,1103,15,"Boomers","Middle"
"638",637,5955,59,"Graduation","Together",72025,0,0,"11/17/12",27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,"SP",0,1932,15,"Boomers","Middle"
"639",638,8486,50,"Master","Together",30538,1,0,"10/1/12",27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,"SP",1,367,13,"Gen-X","Lower-Middle"
"640",639,10343,30,"2n Cycle","Single",61618,0,0,"9/29/12",27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,"IND",0,1345,17,"Millennials","Middle"
"641",640,6652,56,"Graduation","Married",77343,0,0,"6/9/14",28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,"CA",0,1134,16,"Gen-X","Middle"
"642",641,8746,32,"Graduation","Married",75433,1,0,"4/5/14",28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,"SP",1,1188,17,"Millennials","Middle"
"643",642,4686,59,"PhD","Widow",82571,0,0,"4/2/14",28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,"SP",0,1686,24,"Boomers","Middle"
"644",643,3551,67,"Master","Together",60033,0,1,"3/29/14",28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,"SP",1,198,8,"Boomers","Middle"
"645",644,4338,38,"Graduation","Single",39062,1,0,"3/25/14",28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,"SP",1,44,4,"Millennials","Lower-Middle"
"646",645,4444,49,"Graduation","Married",30023,1,0,"3/24/14",28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,"SP",1,61,5,"Gen-X","Lower-Middle"
"647",646,498,51,"Graduation","Single",30015,1,0,"2/2/14",28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,"SP",1,57,5,"Gen-X","Lower-Middle"
"648",647,8230,41,"Graduation","Married",33228,1,0,"1/23/14",28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,"SP",1,71,5,"Millennials","Lower-Middle"
"649",648,2826,54,"Graduation","Married",22574,2,1,"10/28/13",28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,"SP",3,37,5,"Gen-X","Poor"
"650",649,6222,54,"Graduation","Married",22574,2,1,"10/28/13",28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,"SP",3,37,5,"Gen-X","Poor"
"651",650,7352,64,"Graduation","Married",55267,0,1,"10/21/13",28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,"CA",1,405,13,"Boomers","Middle"
"652",651,10928,63,"Graduation","Together",66886,0,1,"9/16/13",28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,"SP",1,599,15,"Boomers","Middle"
"653",652,10736,50,"Graduation","Single",72258,0,1,"9/12/13",28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,"CA",1,1525,20,"Gen-X","Middle"
"654",653,10163,37,"PhD","Single",82733,0,0,"9/10/13",28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,"SP",0,1323,19,"Millennials","Middle"
"655",654,6168,58,"Graduation","Divorced",45146,1,1,"7/15/13",28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,"IND",2,53,4,"Gen-X","Lower-Middle"
"656",655,4656,31,"2n Cycle","Single",51250,1,0,"3/30/13",28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,"SA",1,710,19,"Millennials","Middle"
"657",656,626,70,"Graduation","Married",32871,1,1,"3/9/13",28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,"US",2,43,4,"Boomers","Lower-Middle"
"658",657,3870,43,"2n Cycle","Together",63855,0,0,"2/9/13",28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,"GER",0,1006,23,"Gen-X","Middle"
"659",658,6299,53,"PhD","Divorced",42564,0,1,"1/2/13",28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,"CA",1,813,18,"Gen-X","Lower-Middle"
"660",659,7798,49,"2n Cycle","Together",46344,0,1,"12/14/12",28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,"CA",1,429,13,"Gen-X","Lower-Middle"
"661",660,9973,58,"Graduation","Married",50437,0,2,"10/17/12",28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,"SP",2,490,16,"Gen-X","Middle"
"662",661,4299,61,"Graduation","Together",70971,0,1,"9/21/12",28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,"SP",1,1825,27,"Boomers","Middle"
"663",662,10971,44,"Graduation","Single",37774,2,0,"9/3/12",28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,"SP",2,473,12,"Gen-X","Lower-Middle"
"664",663,9931,58,"PhD","Married",4023,1,1,"6/23/14",29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,"SP",2,9,0,"Gen-X","Poor"
"665",664,6679,55,"Graduation","Single",33279,0,0,"6/12/14",29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,"SP",0,16,3,"Gen-X","Lower-Middle"
"666",665,5961,43,"Graduation","Married",42693,1,0,"6/7/14",29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,"SP",1,57,4,"Gen-X","Lower-Middle"
"667",666,6255,69,"Master","Together",70545,0,1,"6/3/14",29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,"AUS",1,334,12,"Boomers","Middle"
"668",667,8614,64,"Graduation","Widow",65486,0,1,"5/12/14",29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,"AUS",1,507,16,"Boomers","Middle"
"669",668,7828,40,"Master","Together",77882,0,0,"4/30/14",29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,"SA",0,818,11,"Millennials","Middle"
"670",669,1277,61,"Graduation","Together",78468,0,0,"4/9/14",29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,"US",0,1004,27,"Boomers","Middle"
"671",670,3595,58,"Graduation","Together",77226,0,1,"2/28/14",29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,"SP",1,1138,26,"Gen-X","Middle"
"672",671,5735,30,"Master","Single",90638,0,0,"2/13/14",29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,"SP",0,2525,17,"Millennials","Middle"
"673",672,5350,30,"Master","Single",90638,0,0,"2/13/14",29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,"SA",0,2525,17,"Millennials","Middle"
"674",673,4137,73,"Graduation","Together",70666,0,0,"12/6/13",29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,"AUS",0,1076,15,"Boomers","Middle"
"675",674,6357,62,"2n Cycle","Divorced",59052,0,1,"11/17/13",29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,"SA",1,491,15,"Boomers","Middle"
"676",675,9316,69,"Basic","Together",13084,0,0,"11/2/13",29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,"US",0,29,4,"Boomers","Poor"
"677",676,3578,72,"Graduation","Divorced",49160,0,1,"10/20/13",29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,"SP",1,236,10,"Boomers","Lower-Middle"
"678",677,153,68,"Graduation","Divorced",23272,0,0,"10/17/13",29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,"SP",0,46,4,"Boomers","Poor"
"679",678,10524,58,"Master","Divorced",49476,0,1,"6/20/13",29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,"CA",1,795,18,"Gen-X","Lower-Middle"
"680",679,1518,56,"Master","Married",62694,1,1,"6/17/13",29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,"SP",2,749,19,"Gen-X","Middle"
"681",680,2036,48,"PhD","Together",57906,0,1,"6/11/13",29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,"IND",1,401,14,"Gen-X","Middle"
"682",681,9495,39,"Graduation","Together",71853,0,0,"5/8/13",29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,"SP",0,1149,16,"Millennials","Middle"
"683",682,2631,39,"Graduation","Together",71853,0,0,"5/8/13",29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,"SP",0,1149,16,"Millennials","Middle"
"684",683,6312,62,"Graduation","Married",65031,0,1,"3/17/13",29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,"GER",1,863,26,"Boomers","Middle"
"685",684,615,61,"Graduation","Together",30507,0,0,"3/11/13",29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,"SP",0,343,10,"Boomers","Lower-Middle"
"686",685,4406,51,"Graduation","Together",67419,0,1,"1/16/13",29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,"CA",1,1471,21,"Gen-X","Middle"
"687",686,10061,71,"Graduation","Married",59462,0,1,"1/5/13",29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,"US",1,1088,23,"Boomers","Middle"
"688",687,10619,27,"Graduation","Single",95529,0,0,"12/3/12",29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,"SA",0,1990,17,"Millennials","Middle"
"689",688,4945,68,"Graduation","Widow",53653,0,0,"11/7/12",29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,"SP",0,1210,26,"Boomers","Middle"
"690",689,1777,41,"Basic","Married",25965,0,0,"9/7/12",29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,"SP",0,74,5,"Millennials","Poor"
"691",690,4023,51,"Graduation","Married",22979,1,0,"9/6/12",29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,"SP",1,115,7,"Gen-X","Poor"
"692",691,7922,70,"PhD","Single",64950,0,1,"8/12/12",29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,"SA",1,966,23,"Boomers","Middle"
"693",692,10699,36,"Graduation","Married",44322,1,0,"6/16/14",30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,"SA",1,92,6,"Millennials","Lower-Middle"
"694",693,7516,38,"Graduation","Married",30096,1,0,"5/22/14",30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,"GER",1,45,5,"Millennials","Lower-Middle"
"695",694,3129,38,"Graduation","Married",30096,1,0,"5/22/14",30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,"SP",1,45,5,"Millennials","Lower-Middle"
"696",695,5121,44,"Graduation","Single",56628,0,1,"3/21/14",30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,"CA",1,761,18,"Gen-X","Middle"
"697",696,2186,44,"2n Cycle","Together",82326,0,0,"3/10/14",30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,"SP",0,2257,21,"Gen-X","Middle"
"698",697,10548,26,"Graduation","Single",71163,0,0,"3/9/14",30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,"GER",0,960,23,"Gen-Z","Middle"
"699",698,6384,43,"Graduation","Divorced",71022,0,1,"2/11/14",30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,"US",1,1453,18,"Gen-X","Middle"
"700",699,2625,67,"2n Cycle","Single",42607,0,1,"11/17/13",30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,"SA",1,350,12,"Boomers","Lower-Middle"
"701",700,1676,46,"Graduation","Married",43057,0,1,"10/30/13",30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,"SP",1,266,11,"Gen-X","Lower-Middle"
"702",701,5534,46,"Master","Married",47808,0,1,"10/20/13",30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,"SP",1,224,8,"Gen-X","Lower-Middle"
"703",702,6859,34,"Graduation","Single",29236,1,0,"10/8/13",30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,"SP",1,99,7,"Millennials","Poor"
"704",703,271,52,"Graduation","Widow",40590,1,1,"10/2/13",30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,"CA",2,258,10,"Gen-X","Lower-Middle"
"705",704,7699,52,"Graduation","Widow",40590,1,1,"10/2/13",30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,"CA",2,258,10,"Gen-X","Lower-Middle"
"706",705,7832,62,"Master","Married",77520,0,1,"8/28/13",30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,"SP",1,1526,22,"Boomers","Middle"
"707",706,938,40,"Graduation","Married",40211,1,1,"7/30/13",30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,"SP",2,87,5,"Millennials","Lower-Middle"
"708",707,7873,48,"PhD","Together",63516,1,1,"7/6/13",30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,"CA",2,300,12,"Gen-X","Middle"
"709",708,9967,47,"Graduation","Divorced",53034,1,1,"5/30/13",30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,"US",2,447,14,"Gen-X","Middle"
"710",709,1087,46,"Master","Together",22669,1,0,"5/22/13",30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,"SP",1,173,7,"Gen-X","Poor"
"711",710,8314,39,"Graduation","Married",79908,0,0,"4/5/13",30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,"SP",0,1772,18,"Millennials","Middle"
"712",711,3762,35,"PhD","Single",69867,0,0,"4/2/13",30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,"SA",0,925,16,"Millennials","Middle"
"713",712,10383,55,"Graduation","Divorced",70287,0,0,"4/2/13",30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,"AUS",0,1093,20,"Gen-X","Middle"
"714",713,6798,55,"Graduation","Single",37070,1,1,"3/20/13",30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,"SA",2,433,14,"Gen-X","Lower-Middle"
"715",714,4168,55,"Graduation","Single",37070,1,1,"3/20/13",30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,"SP",2,433,14,"Gen-X","Lower-Middle"
"716",715,6690,55,"Master","Married",38179,1,1,"3/14/13",30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,"SA",2,90,7,"Gen-X","Lower-Middle"
"717",716,10602,38,"Graduation","Married",39922,1,0,"2/14/13",30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,"IND",1,156,7,"Millennials","Lower-Middle"
"718",717,3220,38,"Graduation","Married",39922,1,0,"2/14/13",30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,"GER",1,156,7,"Millennials","Lower-Middle"
"719",718,5424,38,"Graduation","Married",39922,1,0,"2/14/13",30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,"SA",1,156,7,"Millennials","Lower-Middle"
"720",719,7488,58,"Master","Single",64191,0,1,"1/22/13",30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,"SP",1,825,21,"Gen-X","Middle"
"721",720,5289,46,"2n Cycle","Single",41658,1,1,"11/9/12",30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,"AUS",2,72,4,"Gen-X","Lower-Middle"
"722",721,347,45,"Graduation","Divorced",40780,0,1,"9/8/12",30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,"CA",1,377,13,"Gen-X","Lower-Middle"
"723",722,5236,42,"Graduation","Together",77568,0,1,"8/25/12",30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,"SP",1,2194,20,"Millennials","Middle"
"724",723,9478,36,"Graduation","Single",66503,1,0,"8/14/12",30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,"SP",1,401,13,"Millennials","Middle"
"725",724,477,35,"Graduation","Married",83512,0,0,"6/17/14",31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,"SP",0,2157,21,"Millennials","Middle"
"726",725,7411,57,"PhD","Married",31686,1,1,"6/5/14",31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,"SA",2,17,4,"Gen-X","Lower-Middle"
"727",726,3107,45,"Graduation","Together",71322,0,1,"5/2/14",31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,"AUS",1,350,12,"Gen-X","Middle"
"728",727,7437,33,"Graduation","Single",27938,1,0,"4/28/14",31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,"AUS",1,29,5,"Millennials","Poor"
"729",728,255,70,"Graduation","Divorced",22263,1,1,"3/30/14",31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,"SP",2,21,4,"Boomers","Poor"
"730",729,3790,65,"Graduation","Together",34633,2,1,"1/23/14",31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,"SA",3,15,3,"Boomers","Lower-Middle"
"731",730,749,40,"Graduation","Together",42162,1,0,"11/19/13",31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,"SP",1,145,7,"Millennials","Lower-Middle"
"732",731,1503,45,"PhD","Together",162397,1,1,"6/3/13",31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,"SP",2,107,1,"Gen-X","Upper-Middle"
"733",732,8650,43,"Graduation","Widow",54162,1,1,"3/18/13",31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,"SP",2,42,4,"Gen-X","Middle"
"734",733,607,66,"2n Cycle","Divorced",41769,0,1,"2/13/13",31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,"IND",1,521,16,"Boomers","Lower-Middle"
"735",734,1008,40,"PhD","Together",44953,0,0,"12/21/12",31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,"GER",0,1021,23,"Millennials","Lower-Middle"
"736",735,9396,43,"PhD","Married",37717,1,0,"11/23/12",31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,"SA",1,25,3,"Gen-X","Lower-Middle"
"737",736,933,43,"PhD","Married",37717,1,0,"11/23/12",31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,"SP",1,25,3,"Gen-X","Lower-Middle"
"738",737,5710,51,"Graduation","Together",40548,0,1,"10/10/12",31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,"AUS",1,120,7,"Gen-X","Lower-Middle"
"739",738,2882,46,"2n Cycle","Divorced",67893,0,1,"10/1/12",31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,"SA",1,995,14,"Gen-X","Middle"
"740",739,2379,68,"Graduation","Single",69267,0,0,"9/22/12",31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,"SA",0,1635,12,"Boomers","Middle"
"741",740,5342,45,"Basic","Divorced",9548,1,0,"8/8/12",31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,"CA",1,29,4,"Gen-X","Poor"
"742",741,3262,63,"Graduation","Single",68281,0,0,"8/7/12",31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,"SP",0,1655,24,"Boomers","Middle"
"743",742,5832,61,"2n Cycle","Together",92556,0,0,"4/20/14",32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,"SP",0,1263,21,"Boomers","Middle"
"744",743,5025,42,"Graduation","Single",48526,1,0,"12/24/13",32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,"SP",1,135,7,"Millennials","Lower-Middle"
"745",744,569,30,"Graduation","Single",90273,0,0,"12/14/13",32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,"SP",0,1991,18,"Millennials","Middle"
"746",745,3102,40,"2n Cycle","Together",19414,1,0,"10/16/13",32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,"CA",1,32,4,"Millennials","Poor"
"747",746,9449,63,"PhD","Single",79761,0,1,"10/4/13",32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,"SA",1,605,18,"Boomers","Middle"
"748",747,8104,70,"PhD","Married",53312,0,0,"8/9/13",32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,"SP",0,278,11,"Boomers","Middle"
"749",748,75,39,"2n Cycle","Together",41039,0,0,"7/25/13",32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,"US",0,467,14,"Millennials","Lower-Middle"
"750",749,6421,60,"Graduation","Together",88347,0,0,"7/3/13",32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,"SP",0,2116,20,"Boomers","Middle"
"751",750,3037,38,"PhD","Married",50150,0,0,"6/20/13",32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,"CA",0,410,14,"Millennials","Middle"
"752",751,4698,38,"PhD","Married",50150,0,0,"6/20/13",32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,"SP",0,410,14,"Millennials","Middle"
"753",752,948,50,"Graduation","Single",10245,1,0,"5/15/13",32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,"SP",1,41,5,"Gen-X","Poor"
"754",753,6177,36,"PhD","Married",33454,1,0,"5/8/13",32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,"US",1,169,8,"Millennials","Lower-Middle"
"755",754,3517,69,"Graduation","Single",40887,1,1,"5/6/13",32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,"SP",2,161,7,"Boomers","Lower-Middle"
"756",755,3491,46,"Graduation","Together",55914,0,1,"4/29/13",32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,"US",1,1260,25,"Gen-X","Middle"
"757",756,7610,38,"Graduation","Together",37292,1,0,"4/18/13",32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,"SP",1,460,14,"Millennials","Lower-Middle"
"758",757,4377,50,"Graduation","Married",52914,0,1,"1/7/13",32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,"CA",1,575,13,"Gen-X","Middle"
"759",758,9850,49,"2n Cycle","Married",24884,1,0,"11/29/12",32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,"SP",1,19,3,"Gen-X","Poor"
"760",759,5544,51,"Graduation","Single",67384,0,1,"11/10/12",32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,"SP",1,1490,20,"Gen-X","Middle"
"761",760,6497,61,"Graduation","Married",51651,0,1,"11/7/12",32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,"AUS",1,433,13,"Boomers","Middle"
"762",761,4543,41,"Graduation","Married",82497,0,0,"10/31/12",32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,"SA",0,1919,18,"Millennials","Middle"
"763",762,5117,58,"2n Cycle","Married",32632,0,0,"8/2/12",32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,"SP",0,576,16,"Gen-X","Lower-Middle"
"764",763,1448,58,"Master","Married",33562,1,2,"6/25/14",33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,"IND",3,51,6,"Gen-X","Lower-Middle"
